image,cls,fd_full,r2_full,fd_fine_1_8,fd_mid_8_64,fd_coarse_32_256,counts
6,contamination,1.3614481065243904,0.9957402901322036,1.4695456917134444,1.186219863572797,1.5918332907324184,"[193465, 61248, 22204, 9097, 4091, 1892, 759, 242, 70]"
5,vegetation,0.7397590931790877,0.9851698585169798,0.8628132409421756,0.5943495947164815,0.9125118294040783,"[1131, 524, 293, 187, 123, 83, 54, 32, 12]"
5,contamination,1.2845392953045993,0.9942873375653893,1.4569670882242007,1.0715572529929536,1.4898901191328624,"[135929, 43006, 15577, 6582, 3115, 1560, 697, 242, 71]"
4,vegetation,0.882351700641003,0.9903656979369351,1.0698065782748436,0.6991046043553256,0.9950535631634305,"[2179, 917, 429, 237, 146, 87, 56, 28, 11]"
4,contamination,1.3486378526755396,0.9957442911933144,1.4555530735861277,1.1763686262523334,1.5736153021697041,"[180593, 57759, 21132, 8744, 3945, 1827, 746, 243, 70]"
3,vegetation,1.0056696873107311,0.9924850873530792,1.251241756118558,0.829966771954385,1.0379964261045194,"[4419, 1683, 698, 329, 183, 106, 58, 30, 12]"
3,contamination,1.3453037509444616,0.9956828962410031,1.4702878701471904,1.1606797075036586,1.5585976292333217,"[176180, 55789, 20174, 8277, 3723, 1740, 730, 238, 69]"
2,vegetation,1.02917815886302,0.9917993193842544,1.2090311427490144,0.8368498121979367,1.193461409543259,"[5092, 1990, 843, 415, 233, 135, 72, 34, 11]"
2,contamination,1.274504854253344,0.9943837322954782,1.4106023660952216,1.0726336142007942,1.4974621182978922,"[123703, 40445, 15282, 6574, 3086, 1535, 696, 238, 69]"
1,vegetation,0.9238270036209163,0.9891801924808262,1.1252398242969286,0.7199106251466252,1.05532737134123,"[2858, 1172, 522, 278, 163, 100, 62, 31, 11]"
1,contamination,1.3183734496057702,0.9953170462661881,1.4374576179188023,1.1380486386265194,1.5383780042824649,"[153959, 49597, 18327, 7747, 3498, 1683, 713, 242, 69]"
